CustomerID,Title,FirstName,MiddleName,LastName,Suffix,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,BikeBuyer
0b42a9b6,Mr.,Laurie,,Huff,,312 Rivera Tunnel,,Grossmont,a260f627,7db82407,W1V 5RN,001-401-775-6011x33723,1942-12-04,Partial College,Skilled Manual,F,M,1,0,4,2,62398,0
a5745f9d,Ms.,Ariel,Donald,Hahn,,051 Smith Estates,,Burnaby,ae96064c,33055db0,59491,(816)692-5940,1926-10-18,Bachelors ,Professional,F,S,1,4,5,5,134944,1
701752b6,,Brandon,,Drake,,1442 Williams Lock Suite 490,,Orleans,d45a7832,7cd311a6,SW8 1XD,567.248.9345x894,1976-11-16,Partial College,Skilled Manual,M,S,1,0,3,3,54416,0
83a59cbf,,George,Robert,Anthony,,56834 Christine Flats Apt. 163,,Sunbury,6a199d3f,7cd311a6,3429,001-657-417-7734x30281,1964-01-17,Partial College,Professional,M,M,1,4,4,4,136942,1
97a4bf7e,,Deborah,Jeffrey,Ayala,,417 James Isle,,Lebanon,d45a7832,110396df,V3A 4R2,(698)483-3456x944,1975-06-02,Bachelors ,Management,F,M,1,4,5,5,115190,1
55385505,,Jacob,,Stone,,320 Matthew Mill,,Grossmont,cc376ecb,c6cfb6d1,75012,9938330182,1953-10-23,Partial High School,Clerical,F,M,1,2,5,5,174240,0
e3f232b1,,Courtney,Eric,Wagner,,621 Collins Grove,,Melbourne,d8cbfbb3,110396df,3000,306.815.9002,1968-11-06,Partial College,Professional,M,M,1,1,0,4,81953,0
582e8589,,Steven,,Beasley,,83505 Walker Trafficway Suite 491,,Salem,cc376ecb,110396df,V9,001-524-378-4136x43478,1970-07-26,Bachelors ,Professional,F,S,1,2,0,0,107064,1
41895a4b,,Vincent,Robert,Gray,,03393 Michelle Run Suite 487,,Bendigo,d8cbfbb3,110396df,4700,001-795-628-6093,1966-12-31,Bachelors ,Professional,F,M,1,1,0,4,111880,0
48de536b,,Michael,Paula,Lynch,,5466 Erik Track,,Hof,efea144f,33055db0,V7L 4J4,925.406.9311x727,1952-01-21,Partial College,Clerical,F,M,0,2,0,2,134563,1
b9cc0a20,,Renee,Sonya,Ayala,,3538 Lewis Green Suite 139,,Offenbach,cc376ecb,c6cfb6d1,WA1,(326)308-7508,1944-06-24,Partial College,Clerical,M,M,1,0,5,1,79726,0
4f874215,Mr.,Barry,Kristina,Hahn,,8002 Katie Glens,,Bremerton,6a199d3f,110396df,3550,001-870-229-7727,1958-11-07,Partial College,Professional,F,S,0,2,3,3,120080,1
092731e3,Mr.,Maria,,Pace,,7065 Jeffrey Squares Apt. 745,,Los Angeles,d45a7832,110396df,6105,982-609-3319x461,1966-04-07,Bachelors ,Management,F,S,0,3,5,5,147553,0
1c0f2595,,Kim,,Murphy,,0212 Byrd Parkways,,Darlinghurst,d45a7832,110396df,92625,404-566-7643x741,1945-10-17,Bachelors ,Skilled Manual,M,S,1,3,1,2,113756,1
1f7b359a,,Robert,Jeffrey,Porter,,006 Sue Vista,,Matraville,6a199d3f,110396df,41100,925.406.9311x727,1968-05-27,High School,Management,F,M,1,4,5,5,143841,1
4dbb47ab,,Alyssa,Michael,Torres,,41010 Taylor Cape Suite 264,,Hobart,7a288b38,7cd311a6,V9,(290)731-4016x02312,1975-07-29,Bachelors ,Management,F,S,0,1,0,0,105158,0
d0dd2f31,,Allison,Steve,Villarreal,,3782 Patel Roads,,La Jolla,185baf3a,33055db0,30601,001-371-207-1858x5664,1970-05-03,Partial College,Professional,M,S,0,3,0,5,178390,1
a9366246,,Patrick,,Gibson,,25887 Dixon Manor,,Haney,e74020ab,110396df,6105,001-543-859-2749x898,1954-10-11,High School,Clerical,F,S,1,2,0,2,56348,1
d934bef7,,Tonya,,Elliott,,066 Natalie Islands Suite 811,,Newcastle upon Tyne,6a199d3f,7cd311a6,91791,001-261-510-8421x176,1974-03-03,Graduate Degree,Clerical,M,S,1,0,0,4,63185,1
c1fe4774,Mr.,Jacob,,Small,,88115 Morris Roads,,Everett,6a199d3f,7cd311a6,42651,638.659.9483x0664,1959-07-03,Bachelors ,Clerical,F,S,0,1,0,0,55023,0
bf0829ab,,Rachel,Robert,Taylor,,09646 Dennis Drive,,Langley,d45a7832,7cd311a6,V3A 4R2,(761)327-3504,1972-10-23,Bachelors ,Skilled Manual,F,M,1,2,0,0,102508,1
cac762e6,,Kristina,Donald,Fitzgerald,,17084 Hernandez Drive,,Haney,929b49b9,110396df,1002,896.597.7226x4093,1977-02-10,Partial College,Manual,M,M,1,1,0,1,56012,0
a8742640,,Kathy,Donald,Mcdaniel,,943 Nicholas Well,,Orly,696d2a45,e4ed469d,V7L 4J4,900-595-9808x8219,1978-01-22,Bachelors ,Skilled Manual,F,M,1,0,0,0,47701,0
a2b39fd8,,Darryl,,Moore,,04397 Mendoza Expressway,,Burlingame,a260f627,7cd311a6,94015,001-533-491-2922x785,1978-05-14,High School,Professional,F,S,1,1,0,0,60524,0
1d040ebc,,Michael,Megan,Alvarez,,1547 Myers Divide Apt. 330,,München,745dc531,33055db0,93290,701-976-7423x29929,1942-08-26,Graduate Degree,Professional,M,M,1,3,0,0,170692,0
30e636d2,,Jeffrey,,Gillespie,,221 Karen Fields Apt. 246,,Sulzbach Taunus,929b49b9,110396df,4810,(899)205-2686,1972-06-13,Partial College,Management,M,S,1,2,4,5,131776,1
220282b9,,Nicholas,,Gill,,77672 Sandra Squares,,Rockhampton,22d23946,110396df,4700,001-711-506-1389x985,1979-09-07,Bachelors ,Professional,M,S,1,3,0,3,96216,1
d73288d1,,Marilyn,,Hicks,,2816 Jason Mill Apt. 511,,Lakewood,a260f627,7cd311a6,97005,382.746.9316,1978-05-08,Partial College,Clerical,F,S,1,2,0,0,82735,1
77efe012,,Sharon,Larry,Hurley,,496 Hailey Roads,,Milton Keynes,22d23946,33055db0,75003,001-871-933-0024x76153,1973-08-26,Partial College,Manual,F,M,1,0,3,0,18732,0
59d9e375,,Timothy,Larry,Johnson,,60353 Phillips Spur Apt. 314,,Seattle,a260f627,7cd311a6,98104,608-856-7584,1957-06-13,Partial College,Clerical,F,M,1,2,1,3,61603,1
fc04cd3d,,Kathryn,,Hicks,,78224 Cannon Overpass Suite 778,,Cincinnati,a260f627,7cd311a6,4139,001-680-978-3252x3714,1956-04-05,Partial College,Clerical,F,S,1,1,2,3,56960,1
2e392fa1,,Belinda,,Wagner,,602 Hull Groves Apt. 271,,Sydney,6a199d3f,c6cfb6d1,2010,001-519-331-2994x516,1960-04-06,Graduate Degree,Management,M,M,1,0,5,4,137291,0
015e4fb3,,Jordan,,Briggs,,7203 Barbara Ranch,,Hervey Bay,d45a7832,7cd311a6,97005,001-728-926-7460x24430,1973-01-11,Graduate Degree,Skilled Manual,M,M,1,2,5,5,135591,0
9fc11dd1,,Joanne,Juan,Robinson,,62040 Hunt Groves,,Clay,cc376ecb,c6cfb6d1,CB4 4BZ,220.660.5185,1963-04-05,Graduate Degree,Manual,F,S,1,2,0,4,18901,0
a48cd0f9,,Bruce,,Pollard,,7203 Barbara Ranch,,Portland,d45a7832,110396df,2444,+1-457-476-6832,1974-08-15,High School,Management,M,M,1,3,3,2,133547,1
b8086279,,Richard,,Henderson,,8296 Cameron Turnpike,,Torrance,6a199d3f,7cd311a6,94611,587-425-5025x234,1965-09-26,Graduate Degree,Management,M,M,1,3,4,4,173633,1
38bba4ce,,Deborah,Michael,Wagner,,66026 Valerie Meadow Suite 701,,Darlinghurst,22d23946,110396df,2444,001-367-206-7830x35762,1963-09-28,Bachelors ,Professional,F,M,1,4,5,4,192851,1
ad99351a,,Kathryn,,Gillespie,,713 Dana Fall,,Carol Stream,96c4bf2f,7db82407,MK8 8DF,(758)773-7671,1939-09-03,Graduate Degree,Clerical,F,S,1,0,0,1,46134,1
31eaacd7,,Darryl,,Green,,027 Olivia Shore Suite 417,,Glendale,96c4bf2f,33055db0,E17 6JF,671.811.4222,1961-07-22,Partial College,Professional,F,S,1,2,1,2,42550,0
d934bef7,,Sherry,Steve,Gray,,2756 Allen Glen,,Lemon Grove,6a199d3f,7cd311a6,V8X,641.639.3426,1973-08-30,Partial College,Professional,M,M,0,2,0,2,97232,0
ad6889aa,,Tammy,,Dixon,,03305 Rachel Field Suite 871,,Maidenhead,22d23946,c6cfb6d1,95000,9464332802,1967-11-29,Bachelors ,Management,F,M,1,0,3,3,104494,1
d1d286a8,,Amanda,Steve,Hoover,,17670 Gomez Estate Suite 653,,Coronado,96c4bf2f,7cd311a6,90210,9938330182,1958-07-06,Bachelors ,Professional,F,S,1,1,4,4,118156,1
50b4b505,,Darryl,Shawn,Gibson,,61282 Richardson Creek,,Hervey Bay,e74020ab,7cd311a6,3280,+1-862-850-8553x012,1976-01-08,Bachelors ,Professional,F,S,0,1,0,0,90562,0
749e911c,,Darryl,Jeffrey,Bryant,,664 Shelby Falls Apt. 783,,Oakland,a260f627,7cd311a6,97071,(375)547-3242,1973-07-22,Graduate Degree,Professional,M,S,1,1,4,3,51174,1
fb50e2e5,,Anne,,Stuart,,627 Hernandez Way Suite 107,,Essen,0b51e796,110396df,40434,001-857-449-1502x75064,1970-01-05,Bachelors ,Skilled Manual,M,M,1,2,0,4,127402,0
142e24e5,,Alexandra,Donald,Mason,,117 James Crest Suite 617,,Geelong,d8cbfbb3,110396df,6006,+1-639-598-2911x9008,1970-05-31,Partial College,Management,F,M,1,4,5,5,140299,0
f927ba9b,,Brian,Matthew,Griffin,,856 Joshua Prairie Apt. 890,,Seattle,a260f627,7cd311a6,RG24 8PL,594-654-1717,1975-01-09,Graduate Degree,Clerical,M,S,1,0,0,1,77340,0
4bdd45cd,,Steven,,Villarreal,,2512 Fletcher Springs,,Offenbach,0b51e796,33055db0,17490,458.971.4227,1961-12-06,Graduate Degree,Skilled Manual,F,M,1,3,0,4,131265,1
c1a26062,Ms.,Elizabeth,Megan,Cordova,,60438 Gonzalez Spring,,Braunschweig,d8cbfbb3,33055db0,57000,001-936-842-9174x649,1955-07-08,Graduate Degree,Manual,M,S,0,0,0,1,78425,0
0b944d1b,,Whitney,,Wagner,,3585 Rice Way,,Fremont,6a199d3f,110396df,94519,477-582-2632,1954-09-02,Partial College,Professional,M,S,1,2,0,0,83985,0
e221cf88,,Ashlee,,Conrad,,07183 York Park Apt. 512,,Victoria,6a199d3f,7cd311a6,91950,898-330-0304,1974-11-13,Graduate Degree,Manual,F,S,1,2,0,0,123886,0
b0cdc643,,Ann,Jeffrey,Bird,,312 Williams Rapid,,Essen,6a199d3f,7cd311a6,91776,+1-867-344-7652x4130,1952-11-14,Partial College,Skilled Manual,M,S,1,2,0,1,98475,0
3ff8301f,,Megan,,Perkins,,732 Scott Trail Apt. 579,,Malabar,cc376ecb,c6cfb6d1,75007,565.411.2337,1965-07-27,Bachelors ,Professional,M,S,1,4,0,4,119955,1
1e105468,,Annette,Julie,Henderson,,83815 Gregory Turnpike,,Burien,a260f627,33055db0,98168,479-421-2311x48873,1978-06-11,Bachelors ,Management,M,S,1,2,1,4,149255,1
506fdbfc,,Gina,,Shaw,,5086 Johnson Estate Suite 959,,Bellflower,d45a7832,110396df,V3A 4R2,701-976-7423x29929,1959-04-30,Partial High School,Skilled Manual,M,M,1,2,0,3,88986,0
d3857864,,Veronica,,Riley,,050 Bird Manors,,Newcastle upon Tyne,929b49b9,7cd311a6,V8P,+1-951-985-5130,1978-12-14,Graduate Degree,Skilled Manual,F,M,1,1,0,4,97201,0
60af148d,,Darryl,Donald,Preston,,57276 Mark Way,,Saarlouis,22d23946,110396df,92100,001-795-628-6093,1974-10-24,Bachelors ,Professional,F,M,1,0,0,4,105134,1
a42e9f0b,,Patrick,Donald,Phillips,,53996 Adams Wall Apt. 254,,Edmonds,cc376ecb,33055db0,91502,479-421-2311x48873,1957-03-02,Graduate Degree,Professional,M,S,1,0,2,2,105803,1
74513532,,Jennifer,Shawn,Lozano,,625 Kelly Fort Suite 858,,Neunkirchen,52037842,33055db0,46236,001-519-331-2994x516,1957-05-17,Partial College,Manual,F,S,1,1,4,1,51428,1
2ce375cf,,Marie,,Shaw,,7917 Samuel Pines,,Victoria,a260f627,7db82407,98036,(544)914-5671,1956-12-13,Partial College,Skilled Manual,F,S,1,1,0,1,74724,0
11aa3db0,,Vincent,Steve,Anthony,,6840 Deanna Ville,,Hervey Bay,6a199d3f,7cd311a6,4655,4197235316,1973-06-08,Graduate Degree,Professional,M,S,1,3,1,4,176370,1
57b199e5,,Jordan,,Miller,,45215 Jessica Row Suite 886,,Lynnwood,a260f627,7cd311a6,V8V,+1-668-505-2081x7433,1980-10-05,High School,Professional,F,S,0,2,0,0,125195,1
f798b26a,,Richard,,Griffin,,09163 Marshall Harbors Suite 426,,Baltimore,b8e8c1ff,e4ed469d,OX14 4SE,681.522.6495x58706,1972-03-05,Partial College,Manual,F,S,0,1,0,0,24305,0
d1e60e8a,,Daisy,Donald,Conrad,,20055 Sara Mission Apt. 761,,Essen,d45a7832,110396df,3205,+1-410-791-2325,1953-04-07,Graduate Degree,Skilled Manual,F,M,1,2,0,1,65533,0
0c409ea9,,Heather,,Green,,169 Chung Land Apt. 398,,Goulburn,a260f627,7cd311a6,V9,8884594031,1968-01-22,High School,Professional,M,S,1,2,4,3,116788,1
987f9df7,,Deborah,,Mercer,,27601 Samantha Trafficway,,Paris,a260f627,7db82407,V2L3W8,001-813-443-8404x8151,1970-01-27,Bachelors ,Professional,F,M,1,3,4,5,157501,1
f1090bcf,,Zachary,Robert,Cordova,,010 Jackson Estate Suite 780,,Lake Oswego,7a288b38,7cd311a6,3198,896.597.7226x4093,1973-11-30,Partial College,Skilled Manual,M,S,0,1,0,0,58097,0
e888080e,,Robin,Julie,Combs,,86564 Karen Ridges,,Milsons Point,d8cbfbb3,7cd311a6,2065,001-694-921-3701x6866,1964-07-23,Partial College,Management,F,M,1,1,0,2,72624,0
879fd757,,Elizabeth,Jeffrey,Lopez,,11891 Michael Ranch Apt. 586,,Cheltenham,a260f627,7cd311a6,75007,+1-763-528-1544x2579,1938-07-31,Graduate Degree,Management,M,S,1,0,0,0,142653,0
6cf37fa5,,Tara,Robert,Ayala,,8867 Frank Glen Suite 329,,Coronado,6a199d3f,7cd311a6,97068,001-295-658-4216,1960-10-10,Partial College,Professional,F,S,0,1,0,0,78589,0
ecc05b44,,Miguel,,Stokes,,14404 Sanders Loop Apt. 013,,Offenbach,cc376ecb,33055db0,75010,896.597.7226x4093,1952-07-07,Bachelors ,Manual,M,M,0,2,0,4,59750,1
c59a1a39,,Marilyn,Julie,Hahn,,76239 Walker Bypass,,Redwood City,e74020ab,110396df,98201,548-785-4857x82642,1933-03-20,Partial College,Skilled Manual,M,S,1,1,2,0,22686,1
51fbcd6e,,April,,Hahn,,57254 Becker Streets,,Newcastle,cc376ecb,110396df,2300,(827)586-4017x53261,1942-07-07,Graduate Degree,Professional,F,S,0,2,0,5,144116,1
ec8c07b6,,James,Jeffrey,Wilson,,05910 Brown Shoal Suite 588,,Maidenhead,cc376ecb,33055db0,95000,479-421-2311x48873,1972-11-09,Partial College,Manual,F,S,1,0,0,0,13161,0
95588691,,Kathryn,Donald,Cruz,,7203 Barbara Ranch,,Edmonds,929b49b9,7cd311a6,98225,(623)454-5562,1977-03-23,Partial College,Professional,F,M,1,0,0,3,85259,0
71c8c9c9,,Courtney,,Figueroa,,2426 Lucas Ville Suite 623,,Woodland Hills,a260f627,7cd311a6,98020,671.214.4323,1951-10-11,Partial College,Skilled Manual,F,M,1,1,0,2,85329,0
fa87f736,,Juan,Donald,Wagner,,3838 Henry Station Apt. 955,,Portland,6a199d3f,7cd311a6,4810,701-976-7423x29929,1973-06-16,Partial College,Skilled Manual,M,S,0,1,1,1,54094,1
1bfadb74,,Daniel,,Huff,,35601 Cole Roads,,Victoria,6a199d3f,7cd311a6,91977,203.648.7837x6363,1962-08-10,Graduate Degree,Skilled Manual,F,S,1,2,0,2,70023,1
c869de2f,,Sherry,Robert,Cordova,,204 Lewis Estates,,Royal Oak,6a199d3f,7cd311a6,V7L 4J4,(350)307-6041,1978-12-14,Bachelors ,Skilled Manual,M,M,1,1,2,0,110391,1
027d4103,,Dawn,Donald,Ayala,,8318 Jennifer Heights Apt. 600,,N. Vancouver,cc376ecb,c6cfb6d1,97045,484-363-8844x690,1964-07-11,Graduate Degree,Management,F,S,1,0,0,4,116818,1
cd282da3,,Stephen,Tyler,White,,69677 Ross Islands Suite 538,,York,3f0fc66c,c6cfb6d1,59368,+1-531-604-7252x661,1968-07-14,Partial College,Skilled Manual,M,S,0,1,3,3,62033,1
e73d1642,,Kristen,Matthew,Taylor,,01948 Parsons Mission,,Warrnambool,93ac9281,110396df,97005,896.597.7226x4093,1970-08-11,Partial College,Clerical,M,S,1,2,0,0,54343,1
f8f25cae,,Jordan,Jeffrey,Dorsey,,527 Stephanie Turnpike Apt. 694,,Oxford,696d2a45,7cd311a6,7001,357.862.9653,1949-04-28,Graduate Degree,Professional,F,S,0,1,0,4,82715,1
da294e70,,Joel,,Hutchinson,,2631 Lauren Shores Apt. 564,,Newton,a260f627,7db82407,98027,(521)647-4123,1968-07-23,Partial College,Professional,F,S,0,2,0,0,98748,0
e940a1d8,,Pamela,Donald,Garcia,,6244 Micheal Islands,,Bonn,929b49b9,7db82407,V8P,829.240.1163x16067,1979-09-29,Bachelors ,Management,F,S,1,2,1,4,105975,1
33c55dfd,,Amanda,,Aguilar,,3616 Bender Stream Suite 896,,Port Macquarie,96c4bf2f,7db82407,2138,001-279-354-7392x584,1954-05-30,Partial College,Professional,M,M,1,4,4,4,93919,1
e463a40c,,Tonya,,Chavez,,683 Thomas Mills,,Cloverdale,7639ccd2,110396df,92625,6288872125,1975-09-17,High School,Professional,F,S,0,1,0,0,53350,0
c87a5658,,Patrick,,Williams,,220 Gonzalez Gateway Suite 666,,Suresnes,96c4bf2f,7db82407,94947,(698)483-3456x944,1935-08-21,Bachelors ,Manual,M,S,0,1,0,0,59136,1
475a7996,,Nicholas,,Torres,,9217 Benton Lodge Apt. 764,,Torrance,6a199d3f,7db82407,90712,701-976-7423x29929,1970-09-01,Partial College,Skilled Manual,F,S,1,1,0,1,68499,0
59d9e375,,Virginia,,Hicks,,35619 Gonzalez Brooks,,Burlingame,a260f627,7cd311a6,94010,315-618-2042x85723,1975-12-15,Graduate Degree,Professional,M,M,1,2,3,5,55796,1
64390c37,,Richard,,Rodriguez,,1859 Rebecca Ville,,Paris,f165e579,33055db0,97005,896.597.7226x4093,1973-01-30,Partial College,Manual,M,S,1,2,4,4,29513,1
996de1f0,,Jacob,,Mason,,552 Cohen Meadow Suite 710,,Saint-Denis,6a199d3f,7cd311a6,91945,364-957-0569x436,1977-03-08,Partial College,Management,F,S,0,1,4,4,131405,1
3f7feb30,,Patrick,Steve,Stone,,886 Franklin Expressway,,Yakima,cc376ecb,c6cfb6d1,66001,(241)281-1365x939,1963-05-29,Partial College,Clerical,M,S,1,0,0,1,55744,0
63a77b3d,,Richard,,Malone,,3628 Kevin Oval,,Saarbrücken,a260f627,7db82407,99362,973-877-1769x9548,1937-08-01,Graduate Degree,Professional,M,S,1,0,0,1,101899,1
d7d7cd2d,,Melissa,,Roman,,9724 Robert Fort,,N. Vancouver,6a199d3f,7cd311a6,98033,754.606.4097,1945-07-08,Partial College,Professional,F,S,1,0,2,4,135637,1
1a3cfea5,,Jesse,,Smith,,65982 Lucas Village Apt. 122,,Hamburg,0b51e796,7cd311a6,93400,537-347-6890x2383,1927-08-26,Partial College,Management,M,S,0,1,0,4,26918,1
9044371f,,Kristina,Steve,Wagner,,96300 Joann Road Suite 027,,Oak Bay,929b49b9,7cd311a6,53131,+1-330-566-1895x50345,1955-11-03,Partial College,Professional,M,S,1,4,1,5,135610,1
2979e9c7,,Richard,,Huff,,89374 Andrea Prairie,,Bellingham,96c4bf2f,33055db0,98168,(672)720-8696,1969-10-29,Partial College,Skilled Manual,F,M,1,2,1,4,75479,1
f7d536ef,,Charles,Gabrielle,Huff,,57414 Sara Motorway,,Boulogne-sur-Mer,a260f627,33055db0,OX16 8RS,357.862.9653,1968-08-24,Partial College,Manual,M,M,1,0,0,1,59847,0
b3b180d7,,James,,Schneider,,383 Tina Camp Apt. 311,,Tacoma,d8cbfbb3,33055db0,RG24 8PL,001-367-206-7830x35762,1977-03-11,High School,Manual,F,S,0,2,0,2,18495,0
0c5281a1,,Nancy,Steve,Jones,,52870 Kristina Stravenue Suite 281,,Chicago,cc376ecb,c6cfb6d1,14111,896.597.7226x4093,1962-12-27,Bachelors ,Clerical,F,S,1,0,0,0,52478,0
5e8b58cc,,Dean,,Williams,,407 Burns Gateway Suite 901,,Woodland Hills,cc376ecb,c6cfb6d1,98055,001-857-449-1502x75064,1973-01-30,Bachelors ,Professional,F,M,1,0,3,5,123390,1
7d4020ba,,Michael,,Johnson,,96069 Gregory Center,,Cheltenham,a260f627,7cd311a6,V3A 4R2,489.576.1692,1955-07-23,High School,Skilled Manual,F,S,1,2,0,1,77946,0
4ed1573f,,Tara,Sonya,Anthony,,6863 Megan Skyway,,Edmonds,6a199d3f,7cd311a6,92020,850-445-8510x34021,1963-03-31,Graduate Degree,Skilled Manual,F,S,1,2,0,0,92992,0
bcb4fc25,,Luke,,Jones,,82940 Ballard Walk,,Burlingame,6a199d3f,7cd311a6,98036,334.916.3627x446,1963-07-03,Partial College,Clerical,M,S,0,2,0,0,125094,0
3e8168f8,,Steven,Shawn,Houston,,0648 Blair Brook,,Rhodes,d8cbfbb3,7cd311a6,2444,576.517.7553,1947-10-07,Bachelors ,Professional,M,S,1,4,4,2,179024,1
9fa78b82,,Jennifer,,Santiago,,56012 Young Way Apt. 347,,Redmond,a260f627,7cd311a6,91502,938.331.5999x3503,1970-11-05,Bachelors ,Management,F,M,1,4,0,5,120830,0
9175fe4f,,Charles,Aaron,Schwartz,,060 Landry Rapids,,Colma,6a199d3f,7cd311a6,94303,924-689-7295x8836,1956-07-31,Partial College,Professional,M,S,0,1,0,0,64025,1
22751f22,,Jordan,,Shaw,,553 Ashley Point,,Burlingame,a260f627,7cd311a6,94010,399-578-2492,1962-05-25,Partial High School,Clerical,F,M,1,2,0,2,72407,0
8b9d2e38,,Emily,,Stuart,,19046 Fleming Springs,,Burlingame,6a199d3f,7cd311a6,90210,4425184255,1977-12-09,Partial High School,Management,F,S,1,1,0,4,20622,0
b58f4e26,,Michael,,Anderson,,0038 Madden Locks Suite 969,,Lake Oswego,a260f627,7cd311a6,99202,(720)310-7040x36943,1968-05-01,Graduate Degree,Skilled Manual,M,S,0,2,0,3,56452,1
ed3c22df,,Meghan,,White,,9813 Thomas River Apt. 502,,Colomiers,22d23946,33055db0,SL67RJ,717.264.4639,1959-07-01,High School,Professional,M,M,1,0,1,0,23651,0
0d03a13e,,Yvette,Matthew,Mcdowell,,8157 Joseph Canyon,,Watford,6a199d3f,7cd311a6,98371,240-249-8825,1972-09-01,Bachelors ,Professional,F,S,0,1,0,0,110414,0
74d3ab11,,Allison,,Small,,311 Davis Squares Suite 511,,Woolston,cc376ecb,7cd311a6,60082,548-785-4857x82642,1963-11-29,High School,Skilled Manual,M,S,0,1,0,0,73984,0
e097b72c,,Christopher,,Porter,,5401 Sharp Drive,,Paderborn,1819ff3e,7cd311a6,75007,914.528.7941x2988,1973-06-12,Bachelors ,Manual,F,M,1,1,0,0,82139,0
74af7274,,Jennifer,,Bryant,,9245 Lopez Park Suite 039,,Spokane,a260f627,7cd311a6,97005,(688)387-9328x1007,1974-05-28,Partial High School,Professional,M,S,0,2,0,0,100330,1
421ac094,,Tyrone,,Blanchard,,10006 Susan Radial Suite 595,,Santa Cruz,a260f627,7cd311a6,98225,701-976-7423x29929,1976-07-08,Graduate Degree,Skilled Manual,F,S,1,2,0,3,48273,0
