CustomerID,Title,FirstName,MiddleName,LastName,Suffix,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,BikeBuyer
e348c8d5,,Nicholas,,Villarreal,,033 Cindy Glen,,Redmond,a260f627,7cd311a6,98052,001-367-206-7830x35762,1968-05-29,Bachelors ,Management,F,S,0,3,0,3,105157,0
af363f60,,David,,Reid,,4938 Norris Hollow,,Burbank,6a199d3f,7cd311a6,91502,9065346904,1979-03-19,Partial College,Skilled Manual,F,S,0,1,0,0,40011,0
7c7dd3e6,,Joshua,Robert,Kline,,51545 Sarah Terrace,,Imperial Beach,6a199d3f,7cd311a6,91932,001-450-780-8592x41287,1979-05-18,Partial College,Skilled Manual,M,M,1,1,0,0,46808,0
3ce6318d,,Wesley,Robert,Moore,,5993 Santos Pines,,Langley,96c4bf2f,7db82407,V3A 4R2,673-980-9846,1978-03-27,High School,Skilled Manual,M,S,0,2,0,0,49455,1
19a455e8,,Mary,Matthew,Reynolds,,3474 Harper Plaza,,Metchosin,96c4bf2f,7db82407,V9,001-371-207-1858x5664,1978-10-10,High School,Skilled Manual,M,S,0,2,0,0,43857,0
6a406e51,,Julie,Jeffrey,Wagner,,81790 Jessica Corners,,Bellflower,6a199d3f,7cd311a6,90706,(326)308-7508,1978-10-31,Partial College,Skilled Manual,M,M,1,1,0,0,50046,0
c4355252,,Aaron,,Richards,,4810 Taylor Cliffs,,Concord,6a199d3f,7cd311a6,94519,609-411-3114,1978-10-07,Partial College,Skilled Manual,M,M,1,2,0,0,91276,0
860411b1,,Chris,,Garcia,,1318 Morris Land Suite 542,,Hawthorne,22d23946,110396df,4171,(698)483-3456x944,1946-01-12,Partial High School,Clerical,M,M,1,2,1,2,24334,0
bde90bb3,,Sean,,Henderson,,221 Goodwin Mountain Suite 448,,Goulburn,d8cbfbb3,110396df,2580,218-633-3084x25637,1946-04-23,Partial College,Clerical,M,S,0,2,0,2,61905,0
501ca232,,Jennifer,Sonya,Moss,,2968 Eileen Extensions Suite 300,,Warrnambool,d45a7832,110396df,3280,5022940358,1946-12-27,Partial College,Clerical,M,M,1,2,0,2,49349,0
1e5f99b9,,Christopher,,Williams,,0598 Eric Landing,,St. Leonards,d8cbfbb3,110396df,2065,991.232.9265x10777,1946-05-01,Partial College,Clerical,F,M,1,2,0,2,44068,0
32fdf05d,,Emily,Alexander,Conrad,,895 Travis Club,,Matraville,d8cbfbb3,110396df,2036,776.929.4057x4424,1947-09-11,High School,Skilled Manual,F,M,1,2,0,4,18843,0
4c13c860,,April,,Mcdowell,,67197 Harrison Pine Suite 970,,Melbourne,d45a7832,110396df,3000,001-936-842-9174x649,1947-07-01,High School,Skilled Manual,F,M,1,2,0,4,15861,0
2f4a80f0,,Molly,,Griffin,,4319 Michael Fork Suite 772,,Milsons Point,d8cbfbb3,110396df,2061,538-480-7086x149,1947-10-13,High School,Skilled Manual,M,M,1,2,0,4,35822,0
c9645111,,Katie,,Cordova,,61258 Wagner Extensions Suite 167,,North Sydney,d8cbfbb3,110396df,2055,(512)976-6011x470,1947-07-09,High School,Skilled Manual,F,M,1,2,0,4,29017,0
269306d4,,Ann,,Smith,,9263 Philip Highway,,Cranbourne,d45a7832,110396df,3977,567-809-1330x36324,1948-03-15,Partial High School,Clerical,F,M,1,2,1,2,11721,0
c63e65ef,,Sarah,Matthew,Wilson,,7326 Schaefer Camp,,National City,6a199d3f,7cd311a6,91950,001-508-684-0824x8844,1979-01-07,Partial College,Skilled Manual,F,M,1,2,0,0,84890,0
ada11d37,,David,Jeffrey,Campbell,,5944 Benitez Junctions,,Cliffside,96c4bf2f,7db82407,V8Y 1L1,6028553034,1977-12-17,Partial High School,Clerical,F,S,0,2,0,0,48651,0
d411661a,,Cheryl,Eric,Goodman,,027 Olivia Shore Suite 417,,Lane Cove,d8cbfbb3,110396df,1597,+1-716-534-5019x9548,1975-03-06,Bachelors ,Professional,M,S,0,2,0,0,129497,1
63a77b3d,,Jacob,,Hoover,,2401 Christopher Plain,,Tacoma,a260f627,7cd311a6,98403,(965)483-4521x8323,1977-08-21,Partial College,Skilled Manual,M,M,1,2,0,0,56248,0
780490dd,,Ashlee,Jeffrey,Murphy,,43912 Reese Rapids Suite 007,,Glendale,6a199d3f,7cd311a6,91203,+1-914-573-2213,1977-11-05,Partial College,Skilled Manual,F,M,1,2,0,0,78170,0
64064226,,Cynthia,Steve,Baker,,239 Luis Course,,Los Angeles,6a199d3f,7cd311a6,90012,354-316-6835x111,1977-07-03,Partial College,Skilled Manual,F,M,1,2,0,0,70623,0
a7766b9c,,Meredith,Jeffrey,Stuart,,19585 Conley Drive Apt. 432,,Glendale,6a199d3f,7cd311a6,91203,218-513-9261x4732,1976-03-15,Partial College,Skilled Manual,M,M,1,2,0,0,78150,0
01c0e026,,Joshua,Robert,Lee,,544 Hall Isle Apt. 331,,Hervey Bay,22d23946,110396df,4655,(241)281-1365x939,1949-06-13,Partial High School,Clerical,M,M,1,2,1,2,24007,0
994294c3,,Christopher,Alexander,Jackson,,8117 Michael Lake Suite 596,,Matraville,d8cbfbb3,110396df,2036,001-857-449-1502x75064,1950-06-08,High School,Skilled Manual,M,S,0,2,0,3,51472,0
f72eafb5,,Dean,,Henderson,,220 Vazquez Alley Apt. 866,,Lavender Bay,d8cbfbb3,110396df,2060,+1-497-407-9394,1950-04-11,High School,Skilled Manual,F,M,1,2,0,3,50798,0
6b6b0adf,,Donald,Gabrielle,Combs,,31272 Elizabeth Manor,,Geelong,d45a7832,110396df,3220,538-480-7086x149,1950-03-19,High School,Skilled Manual,F,M,0,2,0,3,42738,0
03caf236,,Vincent,Matthew,Bird,,77113 Macias Knolls,,Chula Vista,6a199d3f,7cd311a6,91910,(572)853-3456,1980-08-07,Partial High School,Clerical,F,S,1,2,0,0,48422,1
65615d21,,Edward,,Cook,,332 Rebecca Gardens,,Hobart,9d7c76e0,110396df,7001,+1-861-759-1692x3005,1951-09-27,High School,Skilled Manual,M,M,1,2,0,3,58585,0
205fd974,,Laura,,Avila,,348 Bowen Ferry,,Caloundra,22d23946,110396df,4551,7468264240,1951-08-24,High School,Skilled Manual,M,S,0,2,0,3,45982,0
fec2abc1,,Alyssa,,Miller,,30160 Bradley Rue,,Matraville,d8cbfbb3,110396df,2036,485.675.4970x5768,1951-08-27,Partial College,Clerical,F,S,0,2,0,2,50790,0
bef74066,,Edward,Donald,Wilson,,62906 William Harbor,,San Diego,6a199d3f,7cd311a6,92102,970.971.3744,1980-09-09,Partial College,Skilled Manual,F,M,0,2,0,0,91599,0
69ed8acf,,Jeffrey,,Smith,,7578 Rebecca Manors,,Geelong,d45a7832,110396df,3220,8935091959,1952-03-30,Partial College,Skilled Manual,F,M,1,2,0,2,50018,0
f1991efe,,Dustin,,Yang,,79682 Larson Parks,,East Brisbane,22d23946,110396df,4169,723-343-1721x5952,1952-03-25,Partial College,Skilled Manual,M,M,1,2,0,2,53459,0
a194eeef,,Robert,Robert,Griffin,,8221 Woods Points,,Newcastle,d8cbfbb3,110396df,2300,(698)483-3456x944,1953-04-23,Partial College,Skilled Manual,F,M,1,2,0,3,38588,0
908a00f9,,Laura,Steve,Gill,,9988 Andrew Radial Apt. 674,,Lane Cove,d8cbfbb3,110396df,1597,898-330-0304,1953-11-01,Graduate Degree,Management,M,M,1,2,0,2,119540,0
2abd92e2,,Evan,,Hicks,,197 Susan Port,,Findon,e74020ab,110396df,5023,001-784-771-1367x47598,1954-05-17,Partial College,Skilled Manual,M,M,1,2,0,2,119982,0
3ab0f0ff,,Alexandra,Steve,Gill,,37333 Joshua Pines Suite 793,,Townsville,22d23946,110396df,4810,814-650-7215x352,1954-04-21,Partial College,Skilled Manual,F,S,1,2,0,2,86953,0
e23d32de,,Candace,Robert,Green,,4995 Alyssa Causeway,,Warrnambool,d45a7832,110396df,3280,+1-736-702-4668,1954-04-06,Partial College,Skilled Manual,M,M,1,2,0,2,116368,0
e2f70bbf,,Alvin,Jeffrey,Mercer,,6895 Baker Ridge,,Gold Coast,22d23946,110396df,4217,592.303.1316x7615,1954-03-19,Partial College,Skilled Manual,M,M,1,2,0,2,110712,1
52708304,,Alexandra,Gabrielle,Leblanc,,42678 Rhonda Bridge,,Portland,929b49b9,7cd311a6,97205,483-836-6073x956,1975-09-22,High School,Skilled Manual,M,M,1,2,0,0,52145,0
c8b6afae,,Jose,,Hoover,,707 Lee Trace,7057 Lisa Gardens,Redmond,a260f627,7cd311a6,98052,812-239-0726x1802,1975-04-27,High School,Skilled Manual,F,S,1,2,0,0,49609,0
38f96b18,,Luke,,Conrad,,195 Gomez Parkways,,Downey,6a199d3f,7cd311a6,90241,+1-807-441-8637,1975-12-27,High School,Skilled Manual,M,M,1,2,0,0,58306,0
e4877457,,Eric,,Tanner,,10761 Mason Green Suite 271,,La Jolla,6a199d3f,7cd311a6,92806,652-627-4463,1973-10-29,Partial College,Skilled Manual,F,M,0,2,0,0,73388,1
5c94b711,,Scott,Connie,Huff,,301 Stephen Ways,,Lebanon,929b49b9,7cd311a6,97355,+1-388-244-0293x915,1973-12-17,Partial College,Professional,F,M,1,2,0,0,61686,0
8925200f,,Jesse,Donna,Murphy,,756 Grant Cliffs Suite 178,,Port Orchard,a260f627,7cd311a6,98366,001-795-628-6093,1976-10-15,Partial College,Professional,M,S,1,2,0,0,96049,1
33035ac0,,Donna,Connie,Brown,,344 Middleton Parkways Suite 201,,Sunbury,d45a7832,110396df,3429,001-857-449-1502x75064,1955-04-25,High School,Skilled Manual,M,M,1,2,0,2,109883,0
05ab939f,,Joseph,,Diaz,,33867 Williams Stream Apt. 544,,Hawthorne,22d23946,110396df,4171,826.856.0817x44466,1955-07-16,High School,Skilled Manual,F,S,1,2,0,2,106718,0
ab027fa6,,Laura,,Parker,,570 Nathan Pine Apt. 457,,St. Leonards,d8cbfbb3,110396df,2065,9938330182,1955-02-26,High School,Skilled Manual,F,S,0,2,0,2,97646,0
f451beca,,Jeanne,,Martin,,252 Wilson Canyon Apt. 841,,Springwood,d8cbfbb3,110396df,2777,001-553-316-7325x41446,1956-09-03,High School,Skilled Manual,F,S,1,2,0,2,58916,0
07fb1b9a,,Melissa,Julie,Aguilar,,7181 Franklin Mountains Apt. 582,,Cloverdale,e74020ab,110396df,6105,9464332802,1956-09-17,High School,Skilled Manual,M,S,1,2,0,2,93934,0
185964b9,,Adam,Robert,Williams,,644 Rose Haven Apt. 164,,Bendigo,d45a7832,110396df,3550,(424)340-9057,1957-12-06,High School,Professional,F,S,1,2,0,2,99137,0
fb6fc947,,William,,Hartman,,760 Mata Bypass Apt. 820,964 Perez Turnpike,Wollongong,d8cbfbb3,110396df,2500,+1-497-407-9394,1957-08-02,High School,Professional,M,S,1,2,0,2,112044,0
ec3135a2,,Lucas,,Martin,,3743 Jacqueline Keys Suite 337,,Melton,d45a7832,110396df,3337,+1-531-604-7252x661,1957-10-09,High School,Professional,F,S,0,2,0,2,108728,0
cfadbe97,,Angela,Donald,Lamb,,164 Roberts Parkways Suite 741,,Cliffside,96c4bf2f,7db82407,V8Y 1L1,651-375-2201x243,1974-01-30,High School,Professional,F,S,0,2,0,0,49084,1
f21355bb,,Taylor,,Cordova,,9217 Benton Lodge Apt. 764,,Geelong,d45a7832,110396df,3220,538-480-7086x149,1959-03-31,Graduate Degree,Management,M,S,1,2,0,0,172444,0
04d5289a,,Jacqueline,,Briggs,,683 Shane Estate,,Perth,e74020ab,110396df,6006,4902770126,1959-08-06,Graduate Degree,Management,M,M,1,2,0,0,181590,1
7893c112,,Zachary,Matthew,Cole,,0289 Jeffery Course,,Concord,6a199d3f,7cd311a6,94519,722.756.6233,1966-08-13,Bachelors ,Management,F,M,1,3,2,2,148109,0
053f5898,,Jose,Robert,Huff,,778 Jessica Pass,,Fremont,6a199d3f,7cd311a6,94536,614-428-8534,1966-08-24,Graduate Degree,Management,F,S,0,3,1,1,149717,1
9c7b9699,,Yvette,Donna,Schwartz,,5448 Kelsey Squares Apt. 057,,Lincoln Acres,6a199d3f,7cd311a6,91950,666-943-0123x679,1966-04-04,Graduate Degree,Management,F,M,1,3,1,1,163913,1
4154c291,,Brittany,,Avila,,5104 Greene Stream Apt. 527,,Newport Beach,6a199d3f,7cd311a6,92625,(506)347-0237x5828,1957-08-08,High School,Professional,F,S,0,2,0,2,66900,0
54b40b3f,,Brian,,Diaz,,363 Evelyn Centers,,Santa Monica,6a199d3f,7cd311a6,90401,660-243-9616x1460,1958-01-12,Partial College,Professional,M,M,1,0,1,2,97834,0
404b3a90,,Kenneth,,Wilson,,78143 Fleming Ports Suite 550,,San Diego,6a199d3f,7cd311a6,92102,+1-634-845-4504,1957-12-15,Bachelors ,Management,M,M,1,0,1,2,129910,0
b0a0a2f9,,Robert,Jeffrey,Wilson,,62867 Christian Coves Suite 023,,Long Beach,6a199d3f,7cd311a6,90802,6685813966,1957-02-25,Bachelors ,Management,F,S,1,1,1,2,91729,1
4d66229c,,Joseph,,Washington,,80073 Daugherty Lodge Apt. 201,,Los Angeles,6a199d3f,7cd311a6,90012,001-507-952-0776,1958-01-06,Partial College,Professional,M,S,1,1,0,2,113883,0
778169c2,,Tyrone,,Phillips,,16946 Rodriguez Crossing,,Haney,96c4bf2f,7db82407,V2W 1W2,479-421-2311x48873,1957-04-24,Partial College,Professional,M,M,1,1,0,2,112820,0
31f60a01,,Jacqueline,Julie,Alvarez,,51759 Sanchez Cliff,,Wollongong,d8cbfbb3,110396df,2500,001-445-363-0483,1967-09-30,Graduate Degree,Management,F,M,1,0,0,0,106839,0
72edf581,,Jeremy,Morgan,Malone,,9768 Mayer Brook,,Cranbourne,d45a7832,110396df,3977,001-871-933-0024x76153,1962-04-21,Partial College,Skilled Manual,M,S,0,1,0,1,88887,1
24d5913f,,Charles,,Johnson,,8035 Harris Plains Apt. 633,,Port Macquarie,d8cbfbb3,110396df,2444,001-857-449-1502x75064,1962-09-21,Partial College,Skilled Manual,M,S,1,1,0,1,108740,0
8f2c4855,,Daniel,,Santiago,,93721 Nelson Point Suite 270,,North Sydney,d8cbfbb3,110396df,2055,5022940358,1962-08-30,Bachelors ,Professional,M,M,1,1,0,1,106971,1
8962824f,,Robert,Sonya,Jackson,,239 Jean Cape Suite 653,,Warrnambool,d45a7832,110396df,3280,814-650-7215x352,1961-11-16,Partial College,Skilled Manual,M,M,1,1,0,1,98519,0
cac762e6,,Mallory,Shawn,Gray,,1045 Knox Greens Suite 985,,Rhodes,d8cbfbb3,110396df,2138,(740)329-1270,1961-05-21,Partial College,Skilled Manual,F,S,0,1,0,1,82707,0
f2aced72,,Joshua,,Ortiz,,713 Dana Fall,,Port Macquarie,d8cbfbb3,110396df,2444,589-359-6905x328,1961-03-28,Bachelors ,Professional,M,M,1,1,0,1,103866,1
c29cf854,,Erika,Robert,Fernandez,,72723 Goodwin Forest Apt. 152,,Cloverdale,e74020ab,110396df,6105,(306)242-9656x7300,1960-10-05,Partial College,Skilled Manual,F,S,1,1,0,1,66520,0
70042ecb,,Elizabeth,Robert,Henderson,,61208 Emily Overpass,,Cranbourne,d45a7832,110396df,3977,+1-736-702-4668,1965-05-28,Bachelors ,Professional,F,S,0,1,0,0,75270,1
612cc1c2,,Lisa,Robert,Vasquez,,173 James Mews Suite 836,,Sydney,d8cbfbb3,110396df,1002,+1-601-456-9504x5563,1965-05-11,Bachelors ,Professional,F,S,1,4,5,5,95167,1
c7bf1516,,Brittany,,Watson,,0103 Gonzalez Isle Apt. 281,,Darlinghurst,d8cbfbb3,110396df,2010,+1-913-831-3418,1964-11-06,Bachelors ,Professional,F,S,1,1,0,0,85087,0
41710836,,Craig,Julie,Bailey,,031 Black Lights Apt. 423,,Gold Coast,22d23946,110396df,4217,9938330182,1964-03-31,Bachelors ,Professional,M,M,0,1,0,0,102445,0
5a511b8c,,Laura,,Porter,,045 King Park Apt. 529,,Matraville,d8cbfbb3,110396df,2036,649.811.5645x034,1965-01-17,Bachelors ,Professional,F,S,0,1,0,0,88445,0
ccc09f35,,Jennifer,,Davis,,87363 Terry Forges,,Warrnambool,d45a7832,110396df,3280,(241)281-1365x939,1964-10-01,Bachelors ,Professional,M,S,0,1,0,0,97782,1
330aa142,,Teresa,,Wang,,815 Timothy Curve,,St. Leonards,d8cbfbb3,110396df,2065,477-582-2632,1959-09-29,Bachelors ,Professional,F,M,1,1,0,1,117317,1
aef9eb34,,Wendy,Gabrielle,Ray,,2357 Debra Brook Apt. 621,,South Melbourne,d45a7832,110396df,3205,229.269.2879,1963-11-25,Bachelors ,Professional,M,S,0,2,0,0,106891,1
e026f709,,Jeremiah,,Goodman,,9223 Stevens Court Apt. 320,,Darlinghurst,d8cbfbb3,110396df,2010,9464332802,1962-06-26,Partial College,Skilled Manual,M,M,1,1,0,1,77012,1
38407cf4,,Kathryn,Connie,Conley,,540 Stevenson Villages,,Geelong,d45a7832,110396df,3220,+1-639-598-2911x9008,1962-03-15,Partial College,Skilled Manual,F,M,1,1,0,1,62702,1
801f872f,,Patrick,Matthew,Lozano,,809 Willie Track Apt. 641,,Hervey Bay,22d23946,110396df,4655,642-885-1094x474,1962-09-29,Partial College,Skilled Manual,F,M,1,1,0,1,73151,0
d47631eb,,Hannah,Julie,Douglas,,24014 Calderon Ramp Apt. 856,,Perth,e74020ab,110396df,6006,218-633-3084x25637,1962-03-13,Bachelors ,Professional,M,M,1,2,4,5,104220,1
b6efc14f,,Edward,Robert,Santiago,,7579 Victoria Ridge Suite 474,,Essen,745dc531,e4ed469d,45001,001-871-933-0024x76153,1974-01-02,Partial High School,Manual,M,S,0,2,0,0,18709,0
2893619a,,Morgan,Gabrielle,Fernandez,,04460 Gregory Points,,St. Leonards,d8cbfbb3,110396df,2065,592.303.1316x7615,1962-03-04,Partial College,Skilled Manual,M,M,1,2,4,5,93330,1
ca314a80,,Paul,Donald,Henderson,,77160 Justin Terrace Apt. 150,,Sydney,d8cbfbb3,110396df,1002,5022940358,1962-10-27,Partial College,Skilled Manual,M,M,1,2,4,5,86770,1
71aec1e5,,Valerie,,Pace,,6448 Timothy Island Suite 122,,Matraville,d8cbfbb3,110396df,2036,(511)639-6650x0342,1961-03-13,Partial College,Skilled Manual,F,M,1,3,4,5,73276,1
3621a289,,Robert,Aaron,Alexander,,064 Hamilton Walk,,Port Macquarie,d8cbfbb3,110396df,2444,+1-888-792-7117x7726,1935-04-30,Partial College,Clerical,M,S,0,2,0,2,51078,0
ab2d0723,,Angel,Megan,Wells,,3730 Washington Crossing,,Sydney,d8cbfbb3,110396df,1002,357.862.9653,1936-08-29,Bachelors ,Management,F,S,1,1,0,2,52280,0
a7bf952a,,Connie,,Smith,,636 Solis Lock,,North Sydney,d8cbfbb3,110396df,2055,(512)976-6011x470,1960-04-22,Partial College,Skilled Manual,M,M,1,3,4,5,88615,0
a395679a,,Edward,Julie,Padilla,,6911 Laura Knolls Apt. 018,,Sunbury,d45a7832,110396df,3429,592.303.1316x7615,1960-07-10,Partial College,Skilled Manual,M,M,1,3,4,5,102114,1
b4d33cf2,,Timothy,Donna,Johnson,,3861 Kelley Drives Apt. 591,,Warrnambool,d45a7832,110396df,3280,675-369-7240,1957-08-16,Partial College,Skilled Manual,M,S,1,1,0,1,106875,1
780370dc,,Christopher,Steve,Fernandez,,603 James Run,,Seaford,d45a7832,110396df,3198,(472)309-5180x4320,1956-04-28,Partial College,Skilled Manual,F,S,1,1,0,1,65730,0
977ee6b1,,Sandra,,Garcia,,746 Michelle Island,,North Ryde,d8cbfbb3,110396df,2113,7468264240,1949-04-27,High School,Skilled Manual,M,M,0,2,1,2,32857,0
209e45ee,,Daniel,,Wagner,,2611 Johnny Hill,,San Gabriel,6a199d3f,7cd311a6,91776,4735256080,1975-11-10,High School,Skilled Manual,F,M,1,1,0,0,46078,0
30e23d40,,Lisa,Jeffrey,Stewart,,43910 Daugherty Isle,,Sedro Woolley,a260f627,7cd311a6,98284,(272)742-4493,1975-08-25,High School,Skilled Manual,F,S,1,1,0,0,32122,0
37207fee,,Kristen,Robert,Wilson,,14006 Garrison Meadow Apt. 916,,Lebanon,929b49b9,7cd311a6,97355,+1-993-367-9573,1980-01-26,High School,Skilled Manual,F,M,1,2,0,0,34879,0
8a04337d,,Ashlee,,Jones,,44120 Beth Passage Suite 255,,Haney,96c4bf2f,7db82407,V2W 1W2,565.411.2337,1980-04-01,High School,Skilled Manual,F,M,0,2,0,0,39266,0
efcd8564,,Douglas,Donald,Bryan,,151 Rodriguez Loop Apt. 663,,Langford,96c4bf2f,7db82407,V9,+1-249-773-3522x4505,1980-11-15,High School,Skilled Manual,F,S,0,2,0,0,44139,0
da871947,,Jose,,Harrington,,62040 Hunt Groves,,Lake Oswego,929b49b9,7cd311a6,97034,+1-664-548-3096x4112,1980-09-28,Partial High School,Clerical,F,S,0,2,0,0,37010,0
ce96c6b8,,Stephen,Gabrielle,Turner,,420 Cantu Avenue,,Perth,e74020ab,110396df,6006,826.856.0817x44466,1946-03-18,High School,Skilled Manual,M,S,1,2,0,5,26209,1
33e640a7,,Hannah,Robert,Taylor,,62320 Krista Prairie Suite 962,,Burlingame,6a199d3f,7cd311a6,94010,856.349.3783,1979-11-23,Partial High School,Clerical,M,S,0,2,0,0,64613,0
e64ed86c,,Jeremy,Gabrielle,Beasley,,715 Christina Mountains Apt. 987,,Metchosin,96c4bf2f,7db82407,V9,(645)486-9598,1978-11-15,High School,Skilled Manual,F,S,0,2,0,0,38527,0
61754bd8,,Sergio,Julie,Johnson,,0342 Rodriguez Roads,,Spokane,a260f627,7cd311a6,99202,4774499715,1978-08-09,High School,Skilled Manual,F,M,1,2,0,0,42811,0
453fa984,,Christopher,,Wilson,,2149 Spears Hill,,Glendale,6a199d3f,7cd311a6,91203,5362948412,1978-10-05,High School,Skilled Manual,F,M,0,2,0,0,48772,0
3339b333,,Ashley,,Smith,,07928 Teresa Bridge,,Cloverdale,e74020ab,110396df,6105,001-553-316-7325x41446,1938-11-29,Partial College,Clerical,F,S,0,2,0,2,27610,0
de956f0e,,Andrew,Robert,Padilla,,4888 Scott Greens Apt. 039,,Burbank,6a199d3f,7cd311a6,91502,232-582-9857x20721,1977-03-03,Partial High School,Clerical,M,S,0,2,0,0,64633,0
8b8e738e,,Mark,,Blackburn,,924 Nguyen Fields,,Daly City,6a199d3f,7cd311a6,94015,001-935-507-8320x73353,1977-07-11,High School,Skilled Manual,F,M,0,2,0,0,32916,0
799376ae,,Peter,,Richmond,,796 Bates Court,,Langford,96c4bf2f,7db82407,V9,001-428-644-7487,1977-09-03,High School,Skilled Manual,M,S,0,2,0,0,63488,1
cee5ba80,,Clinton,Jeffrey,Tanner,,5950 Maria Fort Suite 892,,Lakewood,6a199d3f,7cd311a6,90712,250.668.6428,1977-02-24,High School,Skilled Manual,M,M,1,2,0,0,43666,0
97ea3433,,John,,Mccarthy,,0125 Carl Rest Suite 367,,Ballard,a260f627,7cd311a6,98107,810.812.6457,1979-09-29,High School,Skilled Manual,M,S,0,2,0,0,54938,0
42c600b0,,Sergio,Robert,Stone,,8752 John Hills Suite 482,,Beaverton,929b49b9,7cd311a6,97005,+1-222-725-3244,1979-12-28,High School,Skilled Manual,F,S,0,2,0,0,29691,0
b1eb8c88,,Richard,Robert,Torres,,4302 Deborah Shoals,,Matraville,d8cbfbb3,110396df,2036,538-480-7086x149,1939-09-15,Bachelors ,Management,F,S,1,2,0,2,66934,0
bc8ec2ce,,Kevin,Robert,Schneider,,432 Sherman Station Apt. 451,,Warrnambool,d45a7832,110396df,3280,+1-650-869-1150x0476,1939-02-25,Graduate Degree,Management,M,M,1,1,0,2,124211,0
01c91aaf,,Timothy,,Smith,,942 Pham Curve Apt. 692,,East Brisbane,22d23946,110396df,4169,(241)281-1365x939,1941-09-05,Bachelors ,Management,M,M,1,2,0,2,63251,0
05c21524,,Christopher,,Rodriguez,,5106 Frey Tunnel Apt. 557,,Hervey Bay,22d23946,110396df,4655,+1-335-436-9412x13191,1941-05-10,Bachelors ,Management,M,M,1,2,0,2,82448,0
2e66c63a,,Aaron,Jeffrey,Mcguire,,357 Charlene Via Apt. 815,,Sunbury,d45a7832,110396df,3429,592.303.1316x7615,1941-04-04,Bachelors ,Management,M,S,1,2,0,2,77855,0
d1c70519,,Mark,Alexander,Rodriguez,,28243 Jeffrey Mews,,Sydney,d8cbfbb3,110396df,1002,896.597.7226x4093,1942-03-17,Graduate Degree,Management,F,S,0,1,0,2,94385,0
